age,gender,instanceId,dropped,tutorialMins,tutorialWords,exitSurveyWords,effort,entropy,time,normalizedEffort,chatFrac,chatWeight,classifyFrac,classifyWeight,filterFrac,filterWeight,verifyFrac,verifyWeight,groupEffortFrac,groupChatFrac,groupClassifyFrac,groupFilterFrac,groupVerifyFrac,g_nominalSize,g_wallTime,g_fracFemale,g_personTime,g_totalEffort,g_effortPerPerson,g_fractionalScore,g_binaryScore,g_precision,g_recall,g_f1,g_avgIndivEntropy,g_effortEntropy,g_groupEntropy,g_eventCollaboration,g_eventCollaborationExVoting,g_chatFrac,g_chatWeight,g_classifyFrac,g_classifyWeight,g_filterFrac,g_filterWeight,g_verifyFrac,g_verifyWeight
34,female,ywkEKFMvspp53YKDB,,44.38325,15,91,0.75327086,1.2801515392,0.9904502778,0.760533746,0,0,0.6313808101,0.4756007658,0.1154125044,0.0869368764,0.2532066855,0.1907332178,1,0,1,1,1,1,0.9905138889,1,0.9904502778,0.8189963911,0.8268929895,3.6877603442,3,0.4285714286,0.0612244898,0.1071428571,1.2801515392,0,1.2801515392,1,1,0,0,0.6313808101,0.4756007658,0.1154125044,0.0869368764,0.2532066855,0.1907332178
29,female,jdqZoRhMLCsxcnNWR,,32.0735833333,3,48,0.7315383293,0.7766597428,0.8308527778,0.8804668515,0,0,0.8124591695,0.5943450235,0.1711071766,0.1251714581,0.0164336539,0.0120218477,1,0,1,1,1,1,0.9971622222,1,0.8308527778,0.7360703307,0.8859214898,4.938294259,4,0.3333333333,0.0816326531,0.131147541,0.7766597428,0,0.7766597428,1,1,0,0,0.8124591695,0.5943450235,0.1711071766,0.1251714581,0.0164336539,0.0120218477
29,male,Q8fxR3nw8JMdCY5ur,,5.1856,19,54,1.0598286299,1.1235381732,0.946995,1.1191491295,0,0,0.7091276014,0.7515537342,0.2057351916,0.2180440462,0.085137207,0.0902308495,1,0,1,1,1,1,1.0001097222,,0.946995,1.5870189373,1.6758472192,5.8536123261,6,0.6666666667,0.1224489796,0.2068965517,1.1235381732,0,1.1235381732,1,1,0,0,0.7091276014,0.7515537342,0.2057351916,0.2180440462,0.085137207,0.0902308495
38,male,Bqyr9wSRYmDZWABw3,,20.63415,3,194,0.3780622353,1.5481088094,0.9913461111,0.3813625041,0,0,0.4387998276,0.1658936437,0.3015426542,0.1140018899,0.2596575182,0.0981667017,1,0,1,1,1,1,0.9927216667,,0.9913461111,0.3825942367,0.3859340673,2.25,2,0.6666666667,0.0408163265,0.0769230769,1.5481088094,0,1.5481088094,1,1,0,0,0.4387998276,0.1658936437,0.3015426542,0.1140018899,0.2596575182,0.0981667017
50,male,XdfjQas4a999dYSfZ,,20.0523666667,84,248,0.6330316628,1.266411288,0.8586897222,0.737206521,0,0,0.2998303529,0.1898021069,0.6109502038,0.3867508234,0.0892194433,0.0564787325,1,0,1,1,1,1,0.88977,,0.8586897222,0.690514776,0.804149343,1.908670432,1,0.3333333333,0.0204081633,0.0384615385,1.266411288,0,1.266411288,1,1,0,0,0.2998303529,0.1898021069,0.6109502038,0.3867508234,0.0892194433,0.0564787325
53,male,M4jwFyNM3hZu83BqH,,23.3351333333,4,31,0.7911711746,1.3487745158,0.9838683333,0.8041433471,0,0,0.6133443195,0.4852603457,0.1852377265,0.1465547496,0.201417954,0.1593560793,1,0,1,1,1,1,0.9839852778,,0.9838683333,0.795703176,0.8087496559,5.5727193494,6,0.8571428571,0.1224489796,0.2142857143,1.3487745158,0,1.3487745158,1,1,0,0,0.6133443195,0.4852603457,0.1852377265,0.1465547496,0.201417954,0.1593560793
43,male,QLeK2AKNC9o7LZDJj,,10.67065,56,108,2.4454909614,1.1294976035,0.999665,2.4463104754,0,0,0.4231369139,1.0347774984,0.5522803191,1.3505965285,0.024582767,0.0601169345,1,0,1,1,1,1,0.9997702778,,0.999665,2.4665077985,2.4673343555,11.537077142,11,0.6875,0.2244897959,0.3384615385,1.1294976035,0,1.1294976035,1,1,0,0,0.4231369139,1.0347774984,0.5522803191,1.3505965285,0.024582767,0.0601169345
39,female,QYzcvKycJLsWy5mGS,,49.4804166667,36,76,1.0564548936,1.2779630646,0.9984063889,1.0581411591,0,0,0.6437869035,0.6801318246,0.2246397587,0.2373217723,0.1315733379,0.1390012967,1,0,1,1,1,1,1.0002175,1,0.9984063889,1.0722272338,1.0739386744,6.6115725334,6,0.5,0.1224489796,0.1967213115,1.2779630646,0,1.2779630646,1,1,0,0,0.6437869035,0.6801318246,0.2246397587,0.2373217723,0.1315733379,0.1390012967
29,male,8hCsPdAoEJPrfbjEZ,,14.52495,34,155,1.2307560339,1.7222466144,0.9961936111,1.2354586701,0.1246159644,0.1533718501,0.5115910992,0.6296438322,0.1106750873,0.1362140314,0.2531178492,0.3115263202,0.4512243549,0.44,0.3989204601,0.4940959692,0.5934206444,2,0.9963908333,,1.977185,2.7852724261,1.408706027,14.8125007741,14,0.6086956522,0.2857142857,0.3888888889,1.6112230119,0.9931245445,1.6277410501,1.3565946545,1.075044934,0.1277949049,0.3485723866,0.5786676463,1.5783693625,0.1010720547,0.2756833489,0.1924653941,0.5249671091
27,male,8hCsPdAoEJPrfbjEZ,,10.5193333333,27,93,1.4968361731,1.5199351534,0.9809913889,1.5258402775,0.1304087515,0.1952005365,0.6338205525,0.9487255303,0.0931760736,0.1394693174,0.1425946224,0.2134407889,0.5487756451,0.56,0.6010795399,0.5059040308,0.4065793556,2,0.9963908333,,1.977185,2.7852724261,1.408706027,14.8125007741,14,0.6086956522,0.2857142857,0.3888888889,1.6112230119,0.9931245445,1.6277410501,1.3565946545,1.075044934,0.1277949049,0.3485723866,0.5786676463,1.5783693625,0.1010720547,0.2756833489,0.1924653941,0.5249671091
39,female,jtkqLf7wtZYaGY9v2,,6.4569833333,19,166,0.3080444489,1.8051617159,0.9710316667,0.3172341948,0.0905252181,0.0278857909,0.424937623,0.1308996759,0.1788244262,0.0550858718,0.3057127327,0.0941731103,0.2491455,0.4,0.190799969,0.205280859,0.4436095039,2,0.9964936111,1,1.9671627778,1.3241955888,0.6731499822,6.2224080508,6,0.5454545455,0.1224489796,0.2,1.5842920979,0.8099209628,1.6202370663,1.1463990836,1.1463990836,0.0563848768,0.0697144773,0.5548810995,0.6860571132,0.2170358274,0.2683439269,0.1716981962,0.2122883064
24,female,jtkqLf7wtZYaGY9v2,,10.9165833333,16,154,0.9283593749,1.5110040355,0.9961311111,0.9319650441,0.045056567,0.0418286864,0.5979984178,0.5551574373,0.2297149798,0.2132580551,0.1272300354,0.1181151961,0.7508545,0.6,0.809200031,0.794719141,0.5563904961,2,0.9964936111,1,1.9671627778,1.3241955888,0.6731499822,6.2224080508,6,0.5454545455,0.1224489796,0.2,1.5842920979,0.8099209628,1.6202370663,1.1463990836,1.1463990836,0.0563848768,0.0697144773,0.5548810995,0.6860571132,0.2170358274,0.2683439269,0.1716981962,0.2122883064
21,female,9KntzwJTYCb99ZwoX,,9.3125,33,306,1.6263211136,1.7839202712,1.0325122222,1.5751107624,0.1371723736,0.2230863274,0.3502944897,0.5696913246,0.4117965847,0.6697134802,0.100736552,0.1638299814,0.6105616043,0.6666666667,0.5326779034,0.7174025217,0.5025345323,2,1.0328969444,0.5,2.0646452778,2.7118379355,1.3134643344,8.5874715499,7,0.4117647059,0.1428571429,0.2121212121,1.7802237095,0.964436169,1.8055925275,1.2116735077,1.0358560894,0.1256282768,0.3346294911,0.4015116156,1.0694855576,0.3504687756,0.9335254057,0.1223913321,0.3260074103
28,male,9KntzwJTYCb99ZwoX,,11.9375666667,8,159,1.0373267511,1.7744282392,1.0321330556,1.0050320019,0.1075294391,0.1115431637,0.4818098371,0.499794233,0.2543190227,0.2638119255,0.1563417011,0.1621774288,0.3894383957,0.3333333333,0.4673220966,0.2825974783,0.4974654677,2,1.0328969444,0.5,2.0646452778,2.7118379355,1.3134643344,8.5874715499,7,0.4117647059,0.1428571429,0.2121212121,1.7802237095,0.964436169,1.8055925275,1.2116735077,1.0358560894,0.1256282768,0.3346294911,0.4015116156,1.0694855576,0.3504687756,0.9335254057,0.1223913321,0.3260074103
,,nHhkqcRw6JEem3Fxj,true,10.38355,40,,0.1350215122,1.2695556358,0.1299794444,1.0387912701,0,0,0.6373204298,0.0860519682,0.2496089678,0.0337025803,0.1130706024,0.0152669637,0.3532185957,0,0.5517953639,0.1786802759,0.4050457482,2,0.9335361111,1,1.0250544444,0.4514673944,0.4404326003,1.120325759,1,0.3333333333,0.0204081633,0.0384615385,1.2581506038,0.9369097333,1.36009378,1.6388990574,1.6356748539,0,0,0.4079654196,0.1559490598,0.493431794,0.1886194776,0.0986027864,0.0376919491
32,female,nHhkqcRw6JEem3Fxj,,7.0590333333,3,19,0.2472389742,1.251922117,0.895075,0.2762215169,0,0,0.2827106519,0.0698970916,0.6265876882,0.1549168973,0.0907016599,0.0224249854,0.6467814043,0,0.4482046361,0.8213197241,0.5949542518,2,0.9335361111,1,1.0250544444,0.4514673944,0.4404326003,1.120325759,1,0.3333333333,0.0204081633,0.0384615385,1.2581506038,0.9369097333,1.36009378,1.6388990574,1.6356748539,0,0,0.4079654196,0.1559490598,0.493431794,0.1886194776,0.0986027864,0.0376919491
44,male,w3rkN2KzWoy6uidKj,,10.5388166667,12,109,1.0561061417,1.6731942844,0.7942555556,1.3296805219,0.026404345,0.0278857909,0.3085504249,0.3258619987,0.433655399,0.4579861302,0.2313898312,0.2443722218,0.3083576673,0.4,0.2441755135,0.3028706342,0.4805432028,2,1.1073963889,,1.9012388889,3.5668080529,1.8760441277,13.2819872003,13,0.7222222222,0.2653061224,0.3880597015,1.55342705,0.8912685625,1.5735082237,1.2465081896,1.0172824937,0.0203549556,0.0697144773,0.3896536876,1.3345400366,0.4415118275,1.5121509926,0.1484795293,0.5085333023
27,male,w3rkN2KzWoy6uidKj,,16.0515666667,34,71,2.3688326672,1.5000307449,1.1069833333,2.1398991257,0.0176579321,0.0418286864,0.4258122796,1.0086780379,0.4450144905,1.0541648624,0.1115152979,0.2641610805,0.6916423327,0.6,0.7558244865,0.6971293658,0.5194567972,2,1.1073963889,,1.9012388889,3.5668080529,1.8760441277,13.2819872003,13,0.7222222222,0.2653061224,0.3880597015,1.55342705,0.8912685625,1.5735082237,1.2465081896,1.0172824937,0.0203549556,0.0697144773,0.3896536876,1.3345400366,0.4415118275,1.5121509926,0.1484795293,0.5085333023
31,female,KDHikMeKBgfadnyCt,,7.4644666667,24,92,1.4145185621,1.5100124257,0.9785058333,1.4455903215,0.0394279604,0.0557715819,0.3465028075,0.4901346531,0.0880841024,0.1245965978,0.5259851297,0.7440157294,0.59529088,0.5714285714,0.4512336045,0.3701864678,0.8693886894,2,0.9872144444,0.5,1.8366888889,2.445813522,1.3316427931,14.1770890463,13,0.5909090909,0.2653061224,0.3661971831,1.4922921118,0.9736386871,1.635433787,1.3922359423,1.3029773534,0.0410744342,0.0976002682,0.4571245562,1.0862104422,0.1416466224,0.3365779375,0.3601543873,0.8557918207
47,male,KDHikMeKBgfadnyCt,,27.41495,3,218,0.9616619064,1.4662271166,0.8581830556,1.1205789956,0.0434962497,0.0418286864,0.619839244,0.5960757891,0.2204322936,0.2119813397,0.1162322127,0.1117760913,0.40470912,0.4285714286,0.5487663955,0.6298135322,0.1306113106,2,0.9872144444,0.5,1.8366888889,2.445813522,1.3316427931,14.1770890463,13,0.5909090909,0.2653061224,0.3661971831,1.4922921118,0.9736386871,1.635433787,1.3922359423,1.3029773534,0.0410744342,0.0976002682,0.4571245562,1.0862104422,0.1416466224,0.3365779375,0.3601543873,0.8557918207
37,male,nrQHwndQTkavxBDdM,,27.9875833333,12,19,0.8575535716,1.8742320994,0.9063991667,0.9461102825,0.1951070476,0.1673147456,0.2568744034,0.2202835621,0.41689916,0.3575133636,0.131119389,0.1124419003,0.3653385546,0.7058823529,0.2751326718,0.3434293412,0.4186212212,2,1.0121516667,0.5,1.9159716667,2.4014834655,1.2534023897,6.680026656,2,0.1,0.0408163265,0.0579710145,1.6959764168,0.9470255508,1.7414236902,1.4636196094,1.3144100547,0.1009801796,0.2370292229,0.3410940717,0.8006448695,0.4434954102,1.0410099568,0.1144303385,0.268600574
26,female,nrQHwndQTkavxBDdM,,10.97745,13,70,1.4897310517,1.5933647426,1.0095725,1.475605815,0.0467966867,0.0697144773,0.3895745522,0.5803613074,0.4588053612,0.6834965932,0.1048233999,0.1561586737,0.6346614454,0.2941176471,0.7248673282,0.6565706588,0.5813787788,2,1.0121516667,0.5,1.9159716667,2.4014834655,1.2534023897,6.680026656,2,0.1,0.0408163265,0.0579710145,1.6959764168,0.9470255508,1.7414236902,1.4636196094,1.3144100547,0.1009801796,0.2370292229,0.3410940717,0.8006448695,0.4434954102,1.0410099568,0.1144303385,0.268600574
38,male,RoDDYJ8BGMhhgq9e7,,23.2074,28,145,0.5862627025,1.3541923787,0.9638386111,0.6082581624,0.0237826752,0.0139428955,0.6646275268,0.38964633,0.1427373601,0.0836815905,0.1688524379,0.0989918866,0.308184595,1,0.3800628733,0.2078635742,0.2149322661,2,0.9988269444,0.5,1.9497813889,1.9546245721,1.0024839622,9.9327966853,10,0.6666666667,0.2040816327,0.3125,1.46527111,0.891066759,1.5021664839,1.1416543914,1.1393535972,0.0073294541,0.0139428955,0.5389317914,1.0252154508,0.2116265712,0.4025793878,0.2421121832,0.4605724789
38,female,RoDDYJ8BGMhhgq9e7,,14.5910666667,3,24,1.3160475105,1.5147536072,0.9859427778,1.3348112489,0,0,0.4829378239,0.6355691209,0.2423148061,0.3188977974,0.27474737,0.3615805923,0.691815405,0,0.6199371267,0.7921364258,0.7850677339,2,0.9988269444,0.5,1.9497813889,1.9546245721,1.0024839622,9.9327966853,10,0.6666666667,0.2040816327,0.3125,1.46527111,0.891066759,1.5021664839,1.1416543914,1.1393535972,0.0073294541,0.0139428955,0.5389317914,1.0252154508,0.2116265712,0.4025793878,0.2421121832,0.4605724789
33,male,Z4T7BCK8k4uH4RKHg,,6.8650833333,106,232,1.120727757,1.6197430761,0.9924088889,1.1293004018,0.1866139485,0.2091434319,0.584850589,0.6554582887,0.1134530914,0.1271500287,0.1150823711,0.1289760076,0.5243041925,0.6,0.5985305285,0.5584522311,0.2766628933,2,0.9935722222,0.5,1.9846222222,2.2119280444,1.1145335468,10.3421582487,10,0.625,0.2040816327,0.3076923077,1.6932203977,0.9982949462,1.744276005,1.1698887973,1.1698887973,0.1630707926,0.3485723866,0.5123207609,1.0951125424,0.1065157021,0.2276829093,0.2180927443,0.466184699
26,female,Z4T7BCK8k4uH4RKHg,,13.47665,23,123,1.0168247803,1.7742059081,0.9922133333,1.024804592,0.1371219086,0.1394289546,0.4323795625,0.4396542537,0.0988694243,0.1005328806,0.3316291046,0.3372086914,0.4756958075,0.4,0.4014694715,0.4415477689,0.7233371067,2,0.9935722222,0.5,1.9846222222,2.2119280444,1.1145335468,10.3421582487,10,0.625,0.2040816327,0.3076923077,1.6932203977,0.9982949462,1.744276005,1.1698887973,1.1698887973,0.1630707926,0.3485723866,0.5123207609,1.0951125424,0.1065157021,0.2276829093,0.2180927443,0.466184699
41,male,ZxPTJStjuzsE5EEht,,14.59595,3,126,1.6045752286,1.3371955886,1.1645244444,1.3778802466,0.026068386,0.0418286864,0.6574647617,1.0549516703,0.2230878445,0.357961229,0.0933790079,0.1498336429,0.5258466862,0.4285714286,0.6062091555,0.4031042645,0.4602376023,2,1.1652086111,,2.0679202778,3.0950707163,1.4967069812,15.0546975423,12,0.4444444444,0.2448979592,0.3157894737,1.4579399198,0.9980715523,1.4836097379,1.022480777,1.017624524,0.0319852736,0.0976002682,0.5703075632,1.7402437109,0.2910165287,0.8880115161,0.1066906346,0.3255571516
28,male,ZxPTJStjuzsE5EEht,,22.49815,26,92,1.4468374182,1.591848098,0.9033958333,1.6015542299,0.0385472349,0.0557715819,0.4736482703,0.6852920405,0.3663509669,0.530050287,0.1214535279,0.1757235087,0.4741533138,0.5714285714,0.3937908445,0.5968957355,0.5397623977,2,1.1652086111,,2.0679202778,3.0950707163,1.4967069812,15.0546975423,12,0.4444444444,0.2448979592,0.3157894737,1.4579399198,0.9980715523,1.4836097379,1.022480777,1.017624524,0.0319852736,0.0976002682,0.5703075632,1.7402437109,0.2910165287,0.8880115161,0.1066906346,0.3255571516
37,female,vFhLs35ufvW5j3i3A,,50.24765,26,34,0.4767372761,1.6091796721,0.9914252778,0.4808605215,0.0584929946,0.0278857909,0.4945926134,0.2357907353,0.3439649222,0.1639809001,0.1029494698,0.0490798498,0.3795777892,0.5,0.3081693177,0.5292544033,0.3919234035,2,1.1501502778,1,2.1413269444,1.4087387144,0.6578811881,7.2473870718,6,0.5,0.1224489796,0.1967213115,1.4367559994,0.9577432821,1.4648687266,1.2845543336,1.0492224692,0.0444052832,0.0557715819,0.6091987746,0.7651337161,0.2466893878,0.3098337946,0.0997065544,0.125228168
39,female,vFhLs35ufvW5j3i3A,,12.8428833333,83,245,0.7792299844,1.3312662291,1.1499016667,0.6776492347,0.0357863423,0.0278857909,0.679315467,0.5293429808,0.1871756701,0.1458528945,0.0977225206,0.0761483182,0.6204222108,0.5,0.6918306823,0.4707455967,0.6080765965,2,1.1501502778,1,2.1413269444,1.4087387144,0.6578811881,7.2473870718,6,0.5,0.1224489796,0.1967213115,1.4367559994,0.9577432821,1.4648687266,1.2845543336,1.0492224692,0.0444052832,0.0557715819,0.6091987746,0.7651337161,0.2466893878,0.3098337946,0.0997065544,0.125228168
31,male,BKogaZYeNhkiLQfkb,,13.3591333333,13,123,1.1517140967,1.8343859818,0.9853416667,1.1688474523,0.0847434867,0.0976002682,0.2915711318,0.3358065827,0.3973774923,0.4576652596,0.2263078892,0.2606419862,0.2878415593,0.1707317073,0.2669911236,0.2822607852,0.4735686869,4,1.0006480556,,3.002055,4.1246944477,1.3739569887,11.9322192018,9,0.4285714286,0.1836734694,0.2571428571,1.7594272644,1.5720203321,1.847651808,1.4980620112,1.2379907455,0.142871513,0.571658714,0.3143411215,1.2577443705,0.4052343188,1.6214270054,0.1375530467,0.550378421
38,male,BKogaZYeNhkiLQfkb,,5.8736,29,37,1.5792726928,1.5554482114,0.9992561111,1.5804483708,0.1236015397,0.1952005365,0.2885578913,0.4557115979,0.5468129844,0.8635668143,0.0410275847,0.0647937441,0.3946989237,0.3414634146,0.3623244982,0.5325967875,0.1177258076,4,1.0006480556,,3.002055,4.1246944477,1.3739569887,11.9322192018,9,0.4285714286,0.1836734694,0.2571428571,1.7594272644,1.5720203321,1.847651808,1.4980620112,1.2379907455,0.142871513,0.571658714,0.3143411215,1.2577443705,0.4052343188,1.6214270054,0.1375530467,0.550378421
34,male,BKogaZYeNhkiLQfkb,,14.9168333333,57,157,1.2702217214,1.9450700801,0.9852977778,1.2891754656,0.2195348297,0.2788579093,0.3670431563,0.4662261899,0.236332702,0.3001949315,0.177089312,0.2249426908,0.317459517,0.487804878,0.3706843782,0.1851424273,0.4087055055,4,1.0006480556,,3.002055,4.1246944477,1.3739569887,11.9322192018,9,0.4285714286,0.1836734694,0.2571428571,1.7594272644,1.5720203321,1.847651808,1.4980620112,1.2379907455,0.142871513,0.571658714,0.3143411215,1.2577443705,0.4052343188,1.6214270054,0.1375530467,0.550378421
,,BKogaZYeNhkiLQfkb,true,13.7125166667,17,,0.0132005647,,0.0321594444,0.4104724112,,,,,,,,,,,,,,4,1.0006480556,,3.002055,4.1246944477,1.3739569887,11.9322192018,9,0.4285714286,0.1836734694,0.2571428571,1.7594272644,1.5720203321,1.847651808,1.4980620112,1.2379907455,0.142871513,0.571658714,0.3143411215,1.2577443705,0.4052343188,1.6214270054,0.1375530467,0.550378421
22,male,mB6E7y4X5xa2b2dx9,,8.5585666667,8,71,1.4256984412,1.6957459994,1.0006463889,1.4247774809,0.1173563362,0.1673147456,0.4484826005,0.6394009445,0.0764692027,0.1090220231,0.3576918606,0.5099607281,0.3997811689,0.5454545455,0.5056729619,0.1029158373,0.5450242771,4,1.0035055556,,3.4554702778,3.6648030486,1.0605801104,12.609763543,12,0.6666666667,0.2448979592,0.3582089552,1.5417834509,1.7845101881,1.8614744282,1.4357567158,1.1301794056,0.086014231,0.3067437002,0.3545669074,1.2644554734,0.297048035,1.0593318381,0.2623708267,0.9356660786
39,male,mB6E7y4X5xa2b2dx9,,10.9466833333,29,147,1.0515107416,1.3813148712,0.9859636111,1.0664802735,0.0132598697,0.0139428955,0.1329460343,0.1397941832,0.6243383302,0.6564984606,0.2294557658,0.2412752024,0.2948549155,0.0454545455,0.1105568255,0.6197288111,0.2578646463,4,1.0035055556,,3.4554702778,3.6648030486,1.0605801104,12.609763543,12,0.6666666667,0.2448979592,0.3582089552,1.5417834509,1.7845101881,1.8614744282,1.4357567158,1.1301794056,0.086014231,0.3067437002,0.3545669074,1.2644554734,0.297048035,1.0593318381,0.2623708267,0.9356660786
,,mB6E7y4X5xa2b2dx9,true,23.0205333333,9,,0.205882886,1.4466077043,0.6108430556,0.3370471091,0.5417796781,0.1115431637,0,0,0.261358083,0.0538091564,0.1968622389,0.0405305659,0.0577317744,0.3636363636,0,0.0507953735,0.0433173403,4,1.0035055556,,3.4554702778,3.6648030486,1.0605801104,12.609763543,12,0.6666666667,0.2448979592,0.3582089552,1.5417834509,1.7845101881,1.8614744282,1.4357567158,1.1301794056,0.086014231,0.3067437002,0.3545669074,1.2644554734,0.297048035,1.0593318381,0.2623708267,0.9356660786
29,male,mB6E7y4X5xa2b2dx9,,20.2918,43,119,0.8831050214,1.5064822442,0.8580172222,1.0292392723,0.0157884908,0.0139428955,0.5494933603,0.4852603457,0.2717708451,0.240002198,0.1629473038,0.1438995822,0.2476321412,0.0454545455,0.3837702125,0.2265599781,0.1537937363,4,1.0035055556,,3.4554702778,3.6648030486,1.0605801104,12.609763543,12,0.6666666667,0.2448979592,0.3582089552,1.5417834509,1.7845101881,1.8614744282,1.4357567158,1.1301794056,0.086014231,0.3067437002,0.3545669074,1.2644554734,0.297048035,1.0593318381,0.2623708267,0.9356660786
