age,gender,instanceId,dropped,tutorialMins,tutorialWords,exitSurveyWords,effort,entropy,time,normalizedEffort,chatFrac,chatWeight,classifyFrac,classifyWeight,filterFrac,filterWeight,verifyFrac,verifyWeight,groupEffortFrac,groupChatFrac,groupClassifyFrac,groupFilterFrac,groupVerifyFrac,g_nominalSize,g_wallTime,g_fracFemale,g_personTime,g_totalEffort,g_effortPerPerson,g_fractionalScore,g_binaryScore,g_precision,g_recall,g_f1,g_avgIndivEntropy,g_effortEntropy,g_groupEntropy,g_eventCollaboration,g_eventCollaborationExVoting,g_chatFrac,g_chatWeight,g_classifyFrac,g_classifyWeight,g_filterFrac,g_filterWeight,g_verifyFrac,g_verifyWeight
34,female,ywkEKFMvspp53YKDB,,44.38325,15,91,0.6106285671,1.3533880855,0.7544352778,0.80938496,0,0,0.5825075499,0.3556957505,0.1296198595,0.0791495891,0.2878725906,0.1757832275,1,0,1,1,1,1,0.7544988889,1,0.7544352778,0.6456180733,0.8557633667,2.8459511484,2,0.4,0.0408163265,0.0740740741,1.3533880855,0,1.3533880855,1,1,0,0,0.5825075499,0.3556957505,0.1296198595,0.0791495891,0.2878725906,0.1757832275
29,female,jdqZoRhMLCsxcnNWR,,32.0735833333,3,48,0.5469167355,0.7786785677,0.6423863889,0.8513828203,0,0,0.8190607131,0.4479580114,0.1589581572,0.0869368764,0.0219811297,0.0120218477,1,0,1,1,1,1,0.6424627778,1,0.6423863889,0.5514487369,0.8584377664,3.7614679067,3,0.3333333333,0.0612244898,0.1034482759,0.7786785677,0,0.7786785677,1,1,0,0,0.8190607131,0.4479580114,0.1589581572,0.0869368764,0.0219811297,0.0120218477
29,male,Q8fxR3nw8JMdCY5ur,,5.1856,19,54,0.7908806445,1.0452753365,0.7307613889,1.0822693379,0,0,0.7102862249,0.5617516274,0.2461587415,0.1946821841,0.0435550336,0.0344468331,1,0,1,1,1,1,0.7838761111,,0.7307613889,1.2983204325,1.7766680783,4.25,3,0.3333333333,0.0612244898,0.1034482759,1.0452753365,0,1.0452753365,1,1,0,0,0.7102862249,0.5617516274,0.2461587415,0.1946821841,0.0435550336,0.0344468331
38,male,Bqyr9wSRYmDZWABw3,,20.63415,3,194,0.3078836683,1.4607513493,0.8196113889,0.3756459128,0,0,0.5257646476,0.1618743484,0.1936376604,0.0596178732,0.2805976919,0.0863914467,1,0,1,1,1,1,0.8209869444,,0.8196113889,0.3124156697,0.3811753643,2.25,2,0.6666666667,0.0408163265,0.0769230769,1.4607513493,0,1.4607513493,1,1,0,0,0.5257646476,0.1618743484,0.1936376604,0.0596178732,0.2805976919,0.0863914467
50,male,XdfjQas4a999dYSfZ,,20.0523666667,84,248,0.4566479149,0.6174591193,0.7240436111,0.6306911738,0,0,0.1530656098,0.0698970916,0.8469343902,0.3867508234,0,0,1,0,1,1,0,1,0.7551238889,,0.7240436111,0.4976461925,0.6873152181,0.8257864322,1,1,0.0204081633,0.04,0.6174591193,0,0.6174591193,1,1,0,0,0.1530656098,0.0698970916,0.8469343902,0.3867508234,0,0
53,male,M4jwFyNM3hZu83BqH,,23.3351333333,4,31,0.6423207001,1.3461832156,0.7516044444,0.8545993905,0,0,0.6151001359,0.3950915499,0.1968614331,0.1264481735,0.188038431,0.1207809767,1,0,1,1,1,1,0.7517213889,,0.7516044444,0.6468527015,0.8606291598,4.5727193494,5,0.8333333333,0.1020408163,0.1818181818,1.3461832156,0,1.3461832156,1,1,0,0,0.6151001359,0.3950915499,0.1968614331,0.1264481735,0.188038431,0.1207809767
43,male,QLeK2AKNC9o7LZDJj,,10.67065,56,108,1.5415746239,1.1896674643,0.7506597222,2.0536264012,0,0,0.5352230187,0.8250862237,0.4257798848,0.6563714657,0.0389970966,0.0601169345,1,0,1,1,1,1,0.750765,,0.7506597222,1.562591461,2.0816242229,9.2661490071,9,0.6923076923,0.1836734694,0.2903225806,1.1896674643,0,1.1896674643,1,1,0,0,0.5352230187,0.8250862237,0.4257798848,0.6563714657,0.0389970966,0.0601169345
39,female,QYzcvKycJLsWy5mGS,,49.4804166667,36,76,0.7430471486,1.1397772507,0.7492666667,0.991699193,0,0,0.7134245175,0.5301080535,0.1762743793,0.1309801749,0.1103011032,0.0819589202,1,0,1,1,1,1,0.7510777778,1,0.7492666667,0.7588194889,1.0127495625,4.8733798507,3,0.3333333333,0.0612244898,0.1034482759,1.1397772507,0,1.1397772507,1,1,0,0,0.7134245175,0.5301080535,0.1762743793,0.1309801749,0.1103011032,0.0819589202
29,male,8hCsPdAoEJPrfbjEZ,,14.52495,34,155,0.7989496984,1.5339279684,0.7791780556,1.0253749996,0.0872576552,0.0697144773,0.6255640799,0.499794233,0.1509975621,0.1206394567,0.1361807028,0.1088015314,0.4370592879,0.5,0.3848179443,0.4933439045,0.7489709682,2,0.7793752778,,1.5431538889,1.8856923917,1.221973003,12.0777475939,10,0.5,0.2040816327,0.2898550725,1.2812242151,0.9885390499,1.3120918194,1.0721003216,1.0721003216,0.0762735373,0.1394289546,0.7104881552,1.2987809962,0.1337705531,0.2445341994,0.0794677544,0.1452680224
27,male,8hCsPdAoEJPrfbjEZ,,10.5193333333,27,93,1.0290624742,1.0850285589,0.7639758333,1.3469830187,0.0677456219,0.0697144773,0.7764220183,0.7989867632,0.1203957445,0.1238947427,0.0354366153,0.036466491,0.5629407121,0.5,0.6151820557,0.5066560955,0.2510290318,2,0.7793752778,,1.5431538889,1.8856923917,1.221973003,12.0777475939,10,0.5,0.2040816327,0.2898550725,1.2812242151,0.9885390499,1.3120918194,1.0721003216,1.0721003216,0.0762735373,0.1394289546,0.7104881552,1.2987809962,0.1337705531,0.2445341994,0.0794677544,0.1452680224
39,female,jtkqLf7wtZYaGY9v2,,6.4569833333,19,166,0.2006501671,1.7894167261,0.7350741667,0.2729658804,0.0694885814,0.0139428955,0.4307721532,0.0864345045,0.2357266139,0.0472985845,0.2640126515,0.0529741826,0.245577406,0.3333333333,0.1757323302,0.2862112244,0.4484959124,2,0.7515525,1,1.4862641667,0.8652447436,0.5821608049,4.2881669553,4,0.5,0.0816326531,0.1403508772,1.4947084868,0.8041929315,1.5300075416,1,1,0.0511944767,0.0418286864,0.6019831857,0.4918531748,0.2022601681,0.1652576155,0.1445621695,0.1181151961
24,female,jtkqLf7wtZYaGY9v2,,10.9165833333,16,154,0.6164045056,1.3987759345,0.75119,0.820570702,0.045239434,0.0278857909,0.6577152933,0.4054186702,0.19136627,0.117959031,0.1056790028,0.0651410134,0.754422594,0.6666666667,0.8242676698,0.7137887756,0.5515040876,2,0.7515525,1,1.4862641667,0.8652447436,0.5821608049,4.2881669553,4,0.5,0.0816326531,0.1403508772,1.4947084868,0.8041929315,1.5300075416,1,1,0.0511944767,0.0418286864,0.6019831857,0.4918531748,0.2022601681,0.1652576155,0.1445621695,0.1181151961
21,female,9KntzwJTYCb99ZwoX,,9.3125,33,306,1.2602098036,1.7092052376,0.7777855556,1.620253545,0.09957553,0.1254860592,0.3411314054,0.4298971414,0.4589486572,0.5783715972,0.1003444073,0.1264550058,0.6165762864,0.6923076923,0.5,0.7650939133,0.5122070468,2,0.7781702778,0.5,1.5551919444,2.092073093,1.3452185761,6.5186367149,5,0.3571428571,0.1020408163,0.1587301587,1.6853895686,0.9604242364,1.7345546829,1.1336689725,1.0425791061,0.0886829819,0.181257641,0.4206670702,0.8597942828,0.3698589857,0.7559485015,0.1207909622,0.2468825968
28,male,9KntzwJTYCb99ZwoX,,11.9375666667,8,159,0.7836732185,1.64709205,0.7774063889,1.0080612016,0.071166885,0.0557715819,0.5485668404,0.4298971414,0.2265956014,0.1775769042,0.1536706731,0.120427591,0.3834237136,0.3076923077,0.5,0.2349060867,0.4877929532,2,0.7781702778,0.5,1.5551919444,2.092073093,1.3452185761,6.5186367149,5,0.3571428571,0.1020408163,0.1587301587,1.6853895686,0.9604242364,1.7345546829,1.1336689725,1.0425791061,0.0886829819,0.181257641,0.4206670702,0.8597942828,0.3698589857,0.7559485015,0.1207909622,0.2468825968
,,nHhkqcRw6JEem3Fxj,true,10.38355,40,,0.1350215122,1.2695556358,0.1299794444,1.0387912701,0,0,0.6373204298,0.0860519682,0.2496089678,0.0337025803,0.1130706024,0.0152669637,0.3846227788,0,0.5663930862,0.2087784715,0.4050457482,2,0.6815966667,1,0.773115,0.3938549613,0.5094390373,1.120325759,1,0.3333333333,0.0204081633,0.0384615385,1.2944421442,0.9612416184,1.383968961,1.6388990574,1.6356748539,0,0,0.4327876888,0.1519297645,0.4598428857,0.1614274692,0.1073694255,0.0376919491
32,female,nHhkqcRw6JEem3Fxj,,7.0590333333,3,19,0.2160276706,1.3099966978,0.6431355556,0.3358975705,0,0,0.304950732,0.0658777963,0.5912431893,0.1277248889,0.1038060787,0.0224249854,0.6153772212,0,0.4336069138,0.7912215285,0.5949542518,2,0.6815966667,1,0.773115,0.3938549613,0.5094390373,1.120325759,1,0.3333333333,0.0204081633,0.0384615385,1.2944421442,0.9612416184,1.383968961,1.6388990574,1.6356748539,0,0,0.4327876888,0.1519297645,0.4598428857,0.1614274692,0.1073694255,0.0376919491
44,male,w3rkN2KzWoy6uidKj,,10.5388166667,12,109,0.6813537428,1.5488664417,0.5576516667,1.2218267845,0,0,0.4344707137,0.2960282469,0.2539721909,0.1730449029,0.3115570953,0.212280593,0.2284586546,0,0.230456089,0.1425864706,0.4513676138,2,0.8707925,,1.4280311111,3.0411249397,2.1295929171,12.7819872003,12,0.6666666667,0.2448979592,0.3582089552,1.4648841604,0.7753147005,1.5076652131,1.2617359072,1.0181466184,0.0046750681,0.0139428955,0.4307050214,1.2845321129,0.4069260205,1.2136137611,0.15769389,0.4703053265
27,male,w3rkN2KzWoy6uidKj,,16.0515666667,34,71,2.3010403533,1.4400164342,0.8703794444,2.6437209288,0.0060593876,0.0139428955,0.4295899742,0.988503866,0.4522166927,1.0405688582,0.1121339455,0.2580247335,0.7715413454,1,0.769543911,0.8574135294,0.5486323862,2,0.8707925,,1.4280311111,3.0411249397,2.1295929171,12.7819872003,12,0.6666666667,0.2448979592,0.3582089552,1.4648841604,0.7753147005,1.5076652131,1.2617359072,1.0181466184,0.0046750681,0.0139428955,0.4307050214,1.2845321129,0.4069260205,1.2136137611,0.15769389,0.4703053265
31,female,KDHikMeKBgfadnyCt,,7.4644666667,24,92,0.9851252698,1.5520397877,0.7482833333,1.3165137134,0.0424602715,0.0418286864,0.3758198568,0.3702296378,0.0948584421,0.0934474484,0.4868614297,0.4796194973,0.6070413673,0.6,0.5140042962,0.3567236356,0.8401544757,2,0.7569919444,0.5,1.3786830556,1.6792630287,1.2180196325,8.6770890463,5,0.3333333333,0.1020408163,0.15625,1.5634893608,0.9666823402,1.6701381116,1.2977110868,1.2989939064,0.0429585687,0.0697144773,0.4438449277,0.7202851037,0.1614218758,0.2619603498,0.3517746278,0.5708706091
47,male,KDHikMeKBgfadnyCt,,27.41495,3,218,0.6377052701,1.5811766283,0.6303997222,1.011588755,0.0437283369,0.0278857909,0.548929862,0.3500554659,0.264248877,0.1685129015,0.1430929241,0.0912511118,0.3929586327,0.4,0.4859957038,0.6432763644,0.1598455243,2,0.7569919444,0.5,1.3786830556,1.6792630287,1.2180196325,8.6770890463,5,0.3333333333,0.1020408163,0.15625,1.5634893608,0.9666823402,1.6701381116,1.2977110868,1.2989939064,0.0429585687,0.0697144773,0.4438449277,0.7202851037,0.1614218758,0.2619603498,0.3517746278,0.5708706091
37,male,nrQHwndQTkavxBDdM,,27.9875833333,12,19,0.6539997677,1.9031397031,0.6672997222,0.9800689943,0.1492359372,0.0976002682,0.321619347,0.2103389782,0.3572151436,0.2336186209,0.1719295723,0.1124419003,0.3605172236,0.6363636364,0.3262608117,0.2945191524,0.5047407951,2,0.7730522222,0.5,1.4377727778,1.8682585454,1.2994115442,5.430026656,2,0.1176470588,0.0408163265,0.0606060606,1.690948726,0.9431116863,1.7251525866,1.5516809024,1.3622590831,0.0845461976,0.1533718501,0.3553884189,0.6446958098,0.437262605,0.7932204714,0.1228027785,0.2227715718
26,female,nrQHwndQTkavxBDdM,,10.97745,13,70,1.1600599355,1.5713231399,0.7704730556,1.5056463391,0.0480764658,0.0557715819,0.3744261984,0.4343568316,0.482390464,0.5596018505,0.0951068718,0.1103296715,0.6394827764,0.3636363636,0.6737391883,0.7054808476,0.4952592049,2,0.7730522222,0.5,1.4377727778,1.8682585454,1.2994115442,5.430026656,2,0.1176470588,0.0408163265,0.0606060606,1.690948726,0.9431116863,1.7251525866,1.5516809024,1.3622590831,0.0845461976,0.1533718501,0.3553884189,0.6446958098,0.437262605,0.7932204714,0.1228027785,0.2227715718
38,male,RoDDYJ8BGMhhgq9e7,,23.2074,28,145,0.4237312417,1.5187313088,0.7227508333,0.5862756875,0.0329050447,0.0139428955,0.5896476876,0.2498521468,0.1791095289,0.0758943031,0.1983377388,0.0840418963,0.2776870379,1,0.3048674726,0.2155931867,0.2468777697,2,0.7577391667,0.5,1.4676058333,1.5782452954,1.075387723,7.4327966853,8,0.6666666667,0.1632653061,0.262295082,1.4920781641,0.8522800631,1.5145173152,1.1020277917,1.1060615657,0.0091373044,0.0139428955,0.5370776959,0.8195434714,0.2306955767,0.3520255174,0.223089423,0.340419052
38,female,RoDDYJ8BGMhhgq9e7,,14.5910666667,3,24,1.1021996946,1.4818315906,0.744855,1.4797506824,0,0,0.5168676125,0.5696913246,0.2505273914,0.2761312143,0.2326049961,0.2563771557,0.7223129621,0,0.6951325274,0.7844068133,0.7531222303,2,0.7577391667,0.5,1.4676058333,1.5782452954,1.075387723,7.4327966853,8,0.6666666667,0.1632653061,0.262295082,1.4920781641,0.8522800631,1.5145173152,1.1020277917,1.1060615657,0.0091373044,0.0139428955,0.5370776959,0.8195434714,0.2306955767,0.3520255174,0.223089423,0.340419052
33,male,Z4T7BCK8k4uH4RKHg,,6.8650833333,106,232,0.8052618153,1.7246420415,0.7464483333,1.0787910956,0.2424062991,0.1952005365,0.5088071503,0.4097229695,0.0886199995,0.0713623017,0.160166551,0.1289760076,0.5066208769,0.6086956522,0.4965820029,0.4263918821,0.4667291181,2,0.7476116667,0.5,1.494015,1.6506511208,1.1048424017,7.0626895327,6,0.5,0.1224489796,0.1967213115,1.7286774072,0.9998735123,1.7377093636,1.1518902697,1.1518902697,0.2017561509,0.3206865956,0.5190931673,0.8250862237,0.1052945512,0.1673631809,0.1738561306,0.2763401781
26,female,Z4T7BCK8k4uH4RKHg,,13.47665,23,123,0.784214363,1.7328210777,0.7475666667,1.0490226464,0.1600149973,0.1254860592,0.5296552496,0.4153632542,0.1224166296,0.0960008792,0.1879131235,0.1473641705,0.4933791231,0.3913043478,0.5034179971,0.5736081179,0.5332708819,2,0.7476116667,0.5,1.494015,1.6506511208,1.1048424017,7.0626895327,6,0.5,0.1224489796,0.1967213115,1.7286774072,0.9998735123,1.7377093636,1.1518902697,1.1518902697,0.2017561509,0.3206865956,0.5190931673,0.8250862237,0.1052945512,0.1673631809,0.1738561306,0.2763401781
41,male,ZxPTJStjuzsE5EEht,,14.59595,3,126,1.2329484807,1.2738344812,0.9136122222,1.3495315088,0.0226171583,0.0278857909,0.6936258837,0.8552049795,0.1804203957,0.2224490527,0.1033365623,0.1274086575,0.5099145459,0.4,0.5722316344,0.3986033942,0.4309337637,2,0.9142963889,,1.5660958333,2.461609255,1.5718126583,13.0818905449,11,0.4782608696,0.2244897959,0.3055555556,1.4169843432,0.9997163527,1.4354587324,1.0122085164,1,0.028832045,0.0697144773,0.6180887359,1.4945083917,0.2308033135,0.5580711454,0.1222759057,0.2956571711
28,male,ZxPTJStjuzsE5EEht,,22.49815,26,92,1.1850027048,1.5659261171,0.6524836111,1.8161417155,0.035298389,0.0418286864,0.5394953189,0.6393034121,0.2832247482,0.3356220926,0.141981544,0.1682485136,0.4900854541,0.6,0.4277683656,0.6013966058,0.5690662363,2,0.9142963889,,1.5660958333,2.461609255,1.5718126583,13.0818905449,11,0.4782608696,0.2244897959,0.3055555556,1.4169843432,0.9997163527,1.4354587324,1.0122085164,1,0.028832045,0.0697144773,0.6180887359,1.4945083917,0.2308033135,0.5580711454,0.1222759057,0.2956571711
37,female,vFhLs35ufvW5j3i3A,,50.24765,26,34,0.3289025834,1.2364530063,0.7264033333,0.4527823157,0,0,0.6253279537,0.2056719794,0.2936302248,0.0965757395,0.0810418215,0.0266548645,0.3679574659,0,0.329046459,0.4528585776,0.6406671684,2,0.8851283333,1,1.6112830556,0.9750200764,0.6051202941,5.8799289457,5,0.5555555556,0.1020408163,0.1724137931,1.1246408711,0.9490908604,1.1537292449,1.2144233953,1.0413426846,0.0155985168,0.0139428955,0.6992753846,0.6250545289,0.2385809583,0.2132580551,0.0465451403,0.0416048547
39,female,vFhLs35ufvW5j3i3A,,12.8428833333,83,245,0.5649577508,1.0595469768,0.8848797222,0.6384571107,0.0246795366,0.0139428955,0.7423255082,0.4193825495,0.2065328167,0.1166823156,0.0264621385,0.0149499902,0.6320425341,1,0.670953541,0.5471414224,0.3593328316,2,0.8851283333,1,1.6112830556,0.9750200764,0.6051202941,5.8799289457,5,0.5555555556,0.1020408163,0.1724137931,1.1246408711,0.9490908604,1.1537292449,1.2144233953,1.0413426846,0.0155985168,0.0139428955,0.6992753846,0.6250545289,0.2385809583,0.2132580551,0.0465451403,0.0416048547
31,male,BKogaZYeNhkiLQfkb,,13.3591333333,13,123,0.8269033471,1.8655412299,0.7373433333,1.1214631092,0.0843078911,0.0697144773,0.3260886333,0.2696437824,0.3120113247,0.2580032087,0.2775921509,0.2295418787,0.2924983864,0.1785714286,0.2535788138,0.2519945098,0.6568906138,4,0.7526497222,,2.25806,2.9505215228,1.3066621449,10.1525485625,8,0.4210526316,0.1632653061,0.2352941176,1.7230889712,1.5761913821,1.8285325152,1.5766430376,1.2861391276,0.1380955637,0.390401073,0.3761370977,1.0633529603,0.3621618942,1.023844563,0.1236054443,0.3494369898
38,male,BKogaZYeNhkiLQfkb,,5.8736,29,37,1.0796697395,1.5049221316,0.7512577778,1.4371494997,0.1162263372,0.1254860592,0.3757664584,0.4057036742,0.4889872359,0.5279447216,0.0190199685,0.0205352845,0.3819087898,0.3214285714,0.3815324632,0.5156492897,0.0587667736,4,0.7526497222,,2.25806,2.9505215228,1.3066621449,10.1525485625,8,0.4210526316,0.1632653061,0.2352941176,1.7230889712,1.5761913821,1.8285325152,1.5766430376,1.2861391276,0.1380955637,0.390401073,0.3761370977,1.0633529603,0.3621618942,1.023844563,0.1236054443,0.3494369898
34,male,BKogaZYeNhkiLQfkb,,14.9168333333,57,157,0.9204624994,1.8510180129,0.7372994444,1.2484242412,0.2120678861,0.1952005365,0.4215332009,0.3880055037,0.2584533675,0.2378966326,0.1079455455,0.0993598266,0.3255928238,0.5,0.3648887229,0.2323562006,0.2843426126,4,0.7526497222,,2.25806,2.9505215228,1.3066621449,10.1525485625,8,0.4210526316,0.1632653061,0.2352941176,1.7230889712,1.5761913821,1.8285325152,1.5766430376,1.2861391276,0.1380955637,0.390401073,0.3761370977,1.0633529603,0.3621618942,1.023844563,0.1236054443,0.3494369898
,,BKogaZYeNhkiLQfkb,true,13.7125166667,17,,0.0132005647,,0.0321594444,0.4104724112,,,,,,,,,,,,,,4,0.7526497222,,2.25806,2.9505215228,1.3066621449,10.1525485625,8,0.4210526316,0.1632653061,0.2352941176,1.7230889712,1.5761913821,1.8285325152,1.5766430376,1.2861391276,0.1380955637,0.390401073,0.3761370977,1.0633529603,0.3621618942,1.023844563,0.1236054443,0.3494369898
22,male,mB6E7y4X5xa2b2dx9,,8.5585666667,8,71,1.0133658192,1.7559550927,0.7131036111,1.4210639288,0.1651079426,0.1673147456,0.3906354597,0.3958566226,0.0691611903,0.0700855863,0.3750954074,0.3801088648,0.3715161497,0.5454545455,0.4251380518,0.0961635418,0.499509494,4,0.7159627778,,2.5928419444,2.8262554023,1.090022247,9.4623516491,9,0.6,0.1836734694,0.28125,1.6035297168,1.835457094,1.9064178335,1.4080617342,1.1317866663,0.1124571564,0.3067437002,0.3413653078,0.9311248921,0.2671958483,0.7288166071,0.2789816874,0.7609642445
39,male,mB6E7y4X5xa2b2dx9,,10.9466833333,29,147,0.8107981101,1.5449448736,0.6984208333,1.160901954,0.0171965071,0.0139428955,0.1724155266,0.1397941832,0.5220298604,0.4232608242,0.2883581059,0.2338002073,0.2972515812,0.0454545455,0.1501347288,0.5807507953,0.3072420406,4,0.7159627778,,2.5928419444,2.8262554023,1.090022247,9.4623516491,9,0.6,0.1836734694,0.28125,1.6035297168,1.835457094,1.9064178335,1.4080617342,1.1317866663,0.1124571564,0.3067437002,0.3413653078,0.9311248921,0.2671958483,0.7288166071,0.2789816874,0.7609642445
,,mB6E7y4X5xa2b2dx9,true,23.0205333333,9,,0.205882886,1.4466077043,0.6108430556,0.3370471091,0.5417796781,0.1115431637,0,0,0.261358083,0.0538091564,0.1968622389,0.0405305659,0.0754799655,0.3636363636,0,0.0738308594,0.053262116,4,0.7159627778,,2.5928419444,2.8262554023,1.090022247,9.4623516491,9,0.6,0.1836734694,0.28125,1.6035297168,1.835457094,1.9064178335,1.4080617342,1.1317866663,0.1124571564,0.3067437002,0.3413653078,0.9311248921,0.2671958483,0.7288166071,0.2789816874,0.7609642445
29,male,mB6E7y4X5xa2b2dx9,,20.2918,43,119,0.6976026285,1.4965137366,0.5704744444,1.2228464138,0.0199868735,0.0139428955,0.5669045243,0.3954740863,0.26040762,0.1816610402,0.1527009822,0.1065246066,0.2557523035,0.0454545455,0.4247272194,0.2492548035,0.1399863493,4,0.7159627778,,2.5928419444,2.8262554023,1.090022247,9.4623516491,9,0.6,0.1836734694,0.28125,1.6035297168,1.835457094,1.9064178335,1.4080617342,1.1317866663,0.1124571564,0.3067437002,0.3413653078,0.9311248921,0.2671958483,0.7288166071,0.2789816874,0.7609642445
